system:index,mean,.geo
16,0.20104225858535354,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.75439960369839],[-79.93548014389796,39.75439960369839],[-79.93548014389796,39.78892186046181],[-79.98039590810394,39.78892186046181],[-79.98039590810394,39.75439960369839]]]}"
17,0.19539978249328957,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.75439960369839],[-79.890564379692,39.75439960369839],[-79.890564379692,39.78892186046181],[-79.93548014389796,39.78892186046181],[-79.93548014389796,39.75439960369839]]]}"
18,0.20214580628541312,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.78892186046181],[-79.890564379692,39.78892186046181],[-79.890564379692,39.823426802326004],[-79.93548014389796,39.823426802326004],[-79.93548014389796,39.78892186046181]]]}"
19,0.20458441247681428,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.823426802326004],[-79.84564861548601,39.823426802326004],[-79.84564861548601,39.78892186046181]]]}"
20,0.208201031497128,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.80073285128005,39.720832954103564],[-79.76384715595503,39.72082509457946],[-79.75961841533999,39.72082369606303],[-79.75581708707406,39.72081263333929],[-79.75581708707406,39.75439960369839],[-79.80073285128005,39.75439960369839]]]}"
21,0.22029616473664562,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.72081263333929],[-79.7497348471644,39.72079493264757],[-79.74777902430655,39.72079419504794],[-79.72036643560692,39.72085676510168],[-79.71090132286808,39.72089104298235],[-79.71090132286808,39.75439960369839],[-79.75581708707406,39.75439960369839]]]}"
22,0.22912304152467644,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.72089104298235],[-79.70190949902887,39.720923606848515],[-79.69861527816333,39.720935075460005],[-79.67012787930449,39.72097112892528],[-79.66598555866213,39.7209805048917],[-79.66598555866213,39.75439960369839],[-79.71090132286808,39.75439960369839]]]}"
23,0.2240210781426533,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.7209805048917],[-79.63866999767052,39.72104233250106],[-79.62469651149893,39.72094437702124],[-79.62106979445613,39.72096540514711],[-79.62106979445613,39.75439960369839],[-79.66598555866213,39.75439960369839]]]}"
24,0.20939755298859475,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.75439960369839]]]}"
25,0.22194932704921727,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.75439960369839],[-79.57615403025017,39.75439960369839],[-79.57615403025017,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.75439960369839]]]}"
26,0.22577857386429814,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.62106979445613,39.75439960369839],[-79.62106979445613,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.75439960369839]]]}"
27,0.22718787160281942,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.75439960369839]]]}"
28,0.2041776098362509,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.78892186046181],[-79.75581708707406,39.78892186046181],[-79.75581708707406,39.75439960369839]]]}"
29,0.19687514613755683,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.78892186046181]]]}"
30,0.20145908249655584,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.78892186046181],[-79.3066594450143,39.78892186046181],[-79.3066594450143,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.78892186046181]]]}"
31,0.22134749782895574,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.78892186046181],[-79.39649097342625,39.78892186046181],[-79.39649097342625,39.823426802326004],[-79.44140673763222,39.82342680232601],[-79.44140673763222,39.78892186046181]]]}"
32,0.20937230417792516,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.823426802326004],[-79.3066594450143,39.823426802326004],[-79.3066594450143,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.823426802326004]]]}"
33,0.2100546712200182,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.857914425467584],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.823426802326004]]]}"
34,0.19623385017409747,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.82342680232601],[-79.39649097342625,39.823426802326004],[-79.39649097342625,39.857914425467584],[-79.44140673763222,39.85791442546759],[-79.44140673763222,39.82342680232601]]]}"
35,0.22143322900200985,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.823426802326004],[-79.26174368080832,39.82342680232601],[-79.26174368080832,39.85791442546759],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.823426802326004]]]}"
36,0.2142129596073301,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.85791442546759],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.892384726090214],[-79.44140673763222,39.892384726090214],[-79.44140673763222,39.85791442546759]]]}"
37,0.2237771919593303,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.857914425467584],[-79.26174368080832,39.85791442546759],[-79.26174368080832,39.892384726090214],[-79.3066594450143,39.89238472609021],[-79.3066594450143,39.857914425467584]]]}"
38,0.2159165604408667,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.857914425467584],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.89238472609021],[-79.35157520922027,39.89238472609021],[-79.35157520922027,39.857914425467584]]]}"
39,0.2174946793375165,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.89238472609021],[-79.39649097342625,39.892384726090214],[-79.39649097342625,39.857914425467584]]]}"
40,0.22579701473679836,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.78892186046181]]]}"
41,0.2259193522855581,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.78892186046181]]]}"
42,0.19178274653045743,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.857914425467584],[-79.71090132286808,39.857914425467584],[-79.71090132286808,39.823426802326004]]]}"
43,0.22841208465683863,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.823426802326004],[-79.62106979445613,39.823426802326004],[-79.62106979445613,39.857914425467584],[-79.66598555866213,39.857914425467584],[-79.66598555866213,39.823426802326004]]]}"
44,0.20630545365444808,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.857914425467584],[-79.75581708707406,39.857914425467584],[-79.75581708707406,39.823426802326004]]]}"
45,0.22066847473006249,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.823426802326004],[-79.57615403025017,39.823426802326004],[-79.57615403025017,39.85791442546759],[-79.62106979445613,39.857914425467584],[-79.62106979445613,39.823426802326004]]]}"
46,0.217573611471838,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.857914425467584],[-79.80073285128005,39.857914425467584],[-79.80073285128005,39.823426802326004]]]}"
47,0.20617105879043504,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.857914425467584],[-79.71090132286808,39.857914425467584],[-79.71090132286808,39.892384726090214],[-79.75581708707406,39.892384726090214],[-79.75581708707406,39.857914425467584]]]}"
48,0.1913146730170921,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.857914425467584],[-79.66598555866213,39.857914425467584],[-79.66598555866213,39.89238472609021],[-79.71090132286808,39.892384726090214],[-79.71090132286808,39.857914425467584]]]}"
49,0.2065600569198391,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.857914425467584],[-79.75581708707406,39.857914425467584],[-79.75581708707406,39.892384726090214],[-79.80073285128005,39.892384726090214],[-79.80073285128005,39.857914425467584]]]}"
50,0.2205442042743309,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.78892186046181],[-79.57615403025017,39.78892186046181],[-79.57615403025017,39.823426802326004],[-79.62106979445613,39.823426802326004],[-79.62106979445613,39.78892186046181]]]}"
51,0.20758598623013272,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.78892186046181],[-79.44140673763222,39.78892186046181],[-79.44140673763222,39.82342680232601],[-79.48632250183822,39.823426802326004],[-79.48632250183822,39.78892186046181]]]}"
52,0.20922769294334467,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.823426802326004],[-79.48632250183822,39.823426802326004],[-79.48632250183822,39.857914425467584],[-79.53123826604418,39.857914425467584],[-79.53123826604418,39.823426802326004]]]}"
53,0.23602649513884416,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.823426802326004],[-79.53123826604418,39.823426802326004],[-79.53123826604418,39.857914425467584],[-79.57615403025017,39.85791442546759],[-79.57615403025017,39.823426802326004]]]}"
54,0.19023071441553324,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.823426802326004],[-79.44140673763222,39.82342680232601],[-79.44140673763222,39.85791442546759],[-79.48632250183822,39.857914425467584],[-79.48632250183822,39.823426802326004]]]}"
55,0.202833678171666,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.857914425467584],[-79.44140673763222,39.85791442546759],[-79.44140673763222,39.892384726090214],[-79.48632250183822,39.89238472609021],[-79.48632250183822,39.857914425467584]]]}"
56,0.22725500347865932,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.85791442546759],[-79.53123826604418,39.857914425467584],[-79.53123826604418,39.892384726090214],[-79.57615403025017,39.892384726090214],[-79.57615403025017,39.85791442546759]]]}"
57,0.2119814344451321,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.857914425467584],[-79.48632250183822,39.857914425467584],[-79.48632250183822,39.89238472609021],[-79.53123826604418,39.892384726090214],[-79.53123826604418,39.857914425467584]]]}"
58,0.2150298388522958,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.857914425467584],[-79.57615403025017,39.85791442546759],[-79.57615403025017,39.892384726090214],[-79.62106979445613,39.892384726090214],[-79.62106979445613,39.857914425467584]]]}"
59,0.19414269504471543,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.89238472609021],[-79.44140673763222,39.892384726090214],[-79.44140673763222,39.926837700424514],[-79.48632250183822,39.92683770042452],[-79.48632250183822,39.89238472609021]]]}"
60,0.21290417373327197,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.78892186046181],[-79.93548014389796,39.78892186046181],[-79.93548014389796,39.823426802326004],[-79.98039590810394,39.823426802326004],[-79.98039590810394,39.78892186046181]]]}"
61,0.20414643404484414,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.78892186046181],[-79.84564861548601,39.78892186046181],[-79.84564861548601,39.823426802326004],[-79.890564379692,39.823426802326004],[-79.890564379692,39.78892186046181]]]}"
62,0.21480462492102295,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.78892186046181],[-79.75581708707406,39.78892186046181],[-79.75581708707406,39.823426802326004],[-79.80073285128005,39.823426802326004],[-79.80073285128005,39.78892186046181]]]}"
63,0.2126189587814205,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.823426802326004],[-79.84564861548601,39.823426802326004],[-79.84564861548601,39.857914425467584],[-79.890564379692,39.85791442546759],[-79.890564379692,39.823426802326004]]]}"
64,0.20145709360821212,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.823426802326004],[-79.890564379692,39.823426802326004],[-79.890564379692,39.85791442546759],[-79.93548014389796,39.857914425467584],[-79.93548014389796,39.823426802326004]]]}"
65,0.20566726473298932,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.823426802326004],[-79.80073285128005,39.823426802326004],[-79.80073285128005,39.857914425467584],[-79.84564861548601,39.857914425467584],[-79.84564861548601,39.823426802326004]]]}"
66,0.21017820282918392,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.85791442546759],[-79.84564861548601,39.857914425467584],[-79.84564861548601,39.892384726090214],[-79.890564379692,39.89238472609021],[-79.890564379692,39.85791442546759]]]}"
67,0.19854179675381534,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.857914425467584],[-79.890564379692,39.85791442546759],[-79.890564379692,39.89238472609021],[-79.93548014389796,39.892384726090214],[-79.93548014389796,39.857914425467584]]]}"
68,0.21406551495088375,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.857914425467584],[-79.80073285128005,39.857914425467584],[-79.80073285128005,39.892384726090214],[-79.84564861548601,39.892384726090214],[-79.84564861548601,39.857914425467584]]]}"
69,0.21601269802190196,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.892384726090214],[-79.75581708707406,39.892384726090214],[-79.75581708707406,39.92683770042452],[-79.80073285128005,39.926837700424514],[-79.80073285128005,39.892384726090214]]]}"
70,0.2056836659381883,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.857914425467584],[-79.62106979445613,39.857914425467584],[-79.62106979445613,39.892384726090214],[-79.66598555866213,39.89238472609021],[-79.66598555866213,39.857914425467584]]]}"
71,0.20056087456624214,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.89238472609021],[-79.62106979445613,39.892384726090214],[-79.62106979445613,39.92683770042452],[-79.66598555866213,39.926837700424514],[-79.66598555866213,39.89238472609021]]]}"
72,0.21350032448464806,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.892384726090214],[-79.71090132286808,39.892384726090214],[-79.71090132286808,39.92683770042452],[-79.75581708707406,39.92683770042452],[-79.75581708707406,39.892384726090214]]]}"
73,0.20379927647275092,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.892384726090214],[-79.66598555866213,39.89238472609021],[-79.66598555866213,39.926837700424514],[-79.71090132286808,39.92683770042452],[-79.71090132286808,39.892384726090214]]]}"
74,0.20500975681336964,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.92683770042452],[-79.57615403025017,39.92683770042452],[-79.57615403025017,39.96127334472811],[-79.62106979445613,39.96127334472811],[-79.62106979445613,39.92683770042452]]]}"
75,0.21618412800696032,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.92683770042452],[-79.71090132286808,39.92683770042452],[-79.71090132286808,39.96127334472811],[-79.75581708707406,39.96127334472811],[-79.75581708707406,39.92683770042452]]]}"
76,0.2056677191705084,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.92683770042452],[-79.66598555866213,39.926837700424514],[-79.66598555866213,39.96127334472811],[-79.71090132286808,39.96127334472811],[-79.71090132286808,39.92683770042452]]]}"
77,0.20446422938435546,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.926837700424514],[-79.62106979445613,39.92683770042452],[-79.62106979445613,39.96127334472811],[-79.66598555866213,39.96127334472811],[-79.66598555866213,39.926837700424514]]]}"
78,0.19127805002764509,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.96127334472811],[-79.57615403025017,39.96127334472811],[-79.57615403025017,39.995691655285526],[-79.62106979445613,39.995691655285526],[-79.62106979445613,39.96127334472811]]]}"
79,0.2073242906612091,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.96127334472811],[-79.75581708707406,39.96127334472811],[-79.75581708707406,39.99569165528552],[-79.80073285128005,39.99569165528552],[-79.80073285128005,39.96127334472811]]]}"
80,0.2111064742433819,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.892384726090214],[-79.48632250183822,39.89238472609021],[-79.48632250183822,39.92683770042452],[-79.53123826604418,39.92683770042452],[-79.53123826604418,39.892384726090214]]]}"
81,0.19878812903182336,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.892384726090214],[-79.39649097342625,39.892384726090214],[-79.39649097342625,39.926837700424514],[-79.44140673763222,39.926837700424514],[-79.44140673763222,39.892384726090214]]]}"
82,0.21370700443944596,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.892384726090214],[-79.53123826604418,39.892384726090214],[-79.53123826604418,39.92683770042452],[-79.57615403025017,39.92683770042452],[-79.57615403025017,39.892384726090214]]]}"
83,0.20706068924293325,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.892384726090214],[-79.57615403025017,39.892384726090214],[-79.57615403025017,39.92683770042452],[-79.62106979445613,39.92683770042452],[-79.62106979445613,39.892384726090214]]]}"
84,0.19873419254551145,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.926837700424514],[-79.39649097342625,39.926837700424514],[-79.39649097342625,39.96127334472811],[-79.44140673763222,39.96127334472811],[-79.44140673763222,39.926837700424514]]]}"
85,0.2093431415015919,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.92683770042452],[-79.48632250183822,39.92683770042452],[-79.48632250183822,39.96127334472811],[-79.53123826604418,39.96127334472811],[-79.53123826604418,39.92683770042452]]]}"
86,0.20528607664372994,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.92683770042452],[-79.44140673763222,39.926837700424514],[-79.44140673763222,39.96127334472811],[-79.48632250183822,39.96127334472811],[-79.48632250183822,39.92683770042452]]]}"
87,0.20055248972861212,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.92683770042452],[-79.53123826604418,39.92683770042452],[-79.53123826604418,39.96127334472811],[-79.57615403025017,39.96127334472811],[-79.57615403025017,39.92683770042452]]]}"
88,0.19043374486328052,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.96127334472811],[-79.53123826604418,39.96127334472811],[-79.53123826604418,39.995691655285526],[-79.57615403025017,39.995691655285526],[-79.57615403025017,39.96127334472811]]]}"
89,0.2086642638168386,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.96127334472811],[-79.44140673763222,39.96127334472811],[-79.44140673763222,39.995691655285526],[-79.48632250183822,39.99569165528552],[-79.48632250183822,39.96127334472811]]]}"
90,0.21046503105392333,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.89238472609021],[-79.84564861548601,39.892384726090214],[-79.84564861548601,39.92683770042452],[-79.890564379692,39.92683770042452],[-79.890564379692,39.89238472609021]]]}"
91,0.2113726664197455,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.892384726090214],[-79.93548014389796,39.892384726090214],[-79.93548014389796,39.926837700424514],[-79.98039590810394,39.926837700424514],[-79.98039590810394,39.892384726090214]]]}"
92,0.19941345780360775,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.892384726090214],[-79.890564379692,39.89238472609021],[-79.890564379692,39.92683770042452],[-79.93548014389796,39.926837700424514],[-79.93548014389796,39.892384726090214]]]}"
93,0.2057018490168611,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.892384726090214],[-79.80073285128005,39.892384726090214],[-79.80073285128005,39.926837700424514],[-79.84564861548601,39.92683770042452],[-79.84564861548601,39.892384726090214]]]}"
94,0.2131407055270164,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.926837700424514],[-79.75581708707406,39.92683770042452],[-79.75581708707406,39.96127334472811],[-79.80073285128005,39.96127334472811],[-79.80073285128005,39.926837700424514]]]}"
95,0.20725845202122709,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.92683770042452],[-79.84564861548601,39.92683770042452],[-79.84564861548601,39.96127334472811],[-79.890564379692,39.96127334472811],[-79.890564379692,39.92683770042452]]]}"
96,0.20708984018592894,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.92683770042452],[-79.80073285128005,39.926837700424514],[-79.80073285128005,39.96127334472811],[-79.84564861548601,39.96127334472811],[-79.84564861548601,39.92683770042452]]]}"
97,0.19327304970280948,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.926837700424514],[-79.93548014389796,39.926837700424514],[-79.93548014389796,39.96127334472811],[-79.98039590810394,39.96127334472811],[-79.98039590810394,39.926837700424514]]]}"
98,0.20960235952188894,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.926837700424514],[-79.890564379692,39.92683770042452],[-79.890564379692,39.96127334472811],[-79.93548014389796,39.96127334472811],[-79.93548014389796,39.926837700424514]]]}"
99,0.21598473482350045,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.96127334472811],[-79.890564379692,39.96127334472811],[-79.890564379692,39.99569165528552],[-79.93548014389796,39.99569165528552],[-79.93548014389796,39.96127334472811]]]}"
100,0.21304655720325116,"{""type"":""Polygon"",""coordinates"":[[[-80.47446931436968,39.75439960369839],[-80.47446931436968,39.721257186272986],[-80.45316766835597,39.721287774141196],[-80.4295535501637,39.72131835973821],[-80.4295535501637,39.75439960369839],[-80.47446931436968,39.75439960369839]]]}"
101,0.2208098928990396,"{""type"":""Polygon"",""coordinates"":[[[-80.38463778595774,39.75439960369839],[-80.38463778595774,39.72138017999327],[-80.3748200909392,39.721420677487],[-80.35936112270642,39.72142837158169],[-80.33972202175175,39.721417600162184],[-80.33972202175175,39.75439960369839],[-80.38463778595774,39.75439960369839]]]}"
102,0.21873120977632587,"{""type"":""Polygon"",""coordinates"":[[[-80.47446931436968,39.75439960369839],[-80.51927560325501,39.75439960369839],[-80.51926697247599,39.72134222382713],[-80.51522644540682,39.721292706394365],[-80.49979603087212,39.72126383819214],[-80.48630511941569,39.72124019077675],[-80.47446931436968,39.721257186272986],[-80.47446931436968,39.75439960369839]]]}"
103,0.21313881446866662,"{""type"":""Polygon"",""coordinates"":[[[-80.4295535501637,39.75439960369839],[-80.4295535501637,39.72131835973821],[-80.42135325223924,39.72132898096937],[-80.40125473803282,39.72131163590923],[-80.38463778595774,39.72138017999327],[-80.38463778595774,39.75439960369839],[-80.4295535501637,39.75439960369839]]]}"
