system:index,mean,.geo
0,0.582499106150644,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.75439960369839],[-79.62106979445613,39.72096540514711],[-79.61897272384053,39.72097756420566],[-79.59449041070135,39.72099357489714],[-79.57615403025017,39.72102332855836],[-79.57615403025017,39.75439960369839],[-79.62106979445613,39.75439960369839]]]}"
1,0.5609370630654426,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.75439960369839],[-79.53123826604418,39.721039692961675],[-79.52375026488129,39.72105605233238],[-79.51528939555114,39.72112635731271],[-79.49971374224299,39.721110926011704],[-79.4871267904023,39.721174005177545],[-79.48632250183822,39.72117435728801],[-79.48632250183822,39.75439960369839],[-79.53123826604418,39.75439960369839]]]}"
2,0.6139519725378371,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.75439960369839],[-79.57615403025017,39.72102332855836],[-79.57199610175982,39.721030075451296],[-79.54469914984976,39.72101028436739],[-79.53123826604418,39.721039692961675],[-79.53123826604418,39.75439960369839],[-79.57615403025017,39.75439960369839]]]}"
3,0.5556798959696533,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.75439960369839],[-79.48632250183822,39.72117435728801],[-79.47671957074381,39.72117856136685],[-79.4729668660487,39.72122637931066],[-79.44300271169172,39.72132012457338],[-79.44140673763222,39.72132794388702],[-79.44140673763222,39.75439960369839],[-79.48632250183822,39.75439960369839]]]}"
4,0.5477247673491464,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.75439960369839],[-79.39649097342625,39.754399603698396],[-79.39649097342625,39.78892186046181],[-79.44140673763222,39.78892186046181],[-79.44140673763222,39.75439960369839]]]}"
5,0.5283789318500575,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.75439960369839],[-79.53123826604418,39.75439960369839],[-79.53123826604418,39.78892186046181],[-79.57615403025017,39.78892186046181],[-79.57615403025017,39.75439960369839]]]}"
6,0.5665524038915462,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.75439960369839],[-79.48632250183822,39.75439960369839],[-79.48632250183822,39.78892186046181],[-79.53123826604418,39.78892186046181],[-79.53123826604418,39.75439960369839]]]}"
7,0.5677074886974477,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.75439960369839],[-79.44140673763222,39.75439960369839],[-79.44140673763222,39.78892186046181],[-79.48632250183822,39.78892186046181],[-79.48632250183822,39.75439960369839]]]}"
8,0.583676813539141,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.78892186046181],[-79.48632250183822,39.78892186046181],[-79.48632250183822,39.823426802326004],[-79.53123826604418,39.823426802326004],[-79.53123826604418,39.78892186046181]]]}"
9,0.5932665813407739,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.78892186046181],[-79.53123826604418,39.78892186046181],[-79.53123826604418,39.823426802326004],[-79.57615403025017,39.823426802326004],[-79.57615403025017,39.78892186046181]]]}"
10,0.5961558443626115,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.754399603698396],[-79.84564861548601,39.720814182305986],[-79.84352595633487,39.72083111258577],[-79.80708021971671,39.720834306587086],[-79.80073285128005,39.720832954103564],[-79.80073285128005,39.75439960369839],[-79.84564861548601,39.754399603698396]]]}"
11,0.643285627187495,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.75439960369839],[-79.98039590810394,39.720953300435],[-79.96380101700164,39.72090729744095],[-79.94057016706235,39.72078796161903],[-79.93548014389796,39.72077544379266],[-79.93548014389796,39.75439960369839],[-79.98039590810394,39.75439960369839]]]}"
12,0.5355352718064574,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.75439960369839],[-79.93548014389796,39.72077544379266],[-79.92942052031249,39.720760541440846],[-79.9160521735728,39.72073275098175],[-79.90216495732763,39.72067476578314],[-79.890564379692,39.72066020276503],[-79.890564379692,39.75439960369839],[-79.93548014389796,39.75439960369839]]]}"
13,0.5954179112577748,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.75439960369839],[-79.890564379692,39.72066020276503],[-79.88181390238285,39.72064921767761],[-79.87475580111811,39.72067320767001],[-79.8534729009259,39.720751775988155],[-79.84564861548601,39.720814182305986],[-79.84564861548601,39.754399603698396],[-79.890564379692,39.75439960369839]]]}"
14,0.6451980950488374,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.754399603698396],[-79.80073285128005,39.75439960369839],[-79.80073285128005,39.78892186046181],[-79.84564861548601,39.78892186046181],[-79.84564861548601,39.754399603698396]]]}"
15,0.6585633081959364,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.75439960369839],[-79.84564861548601,39.754399603698396],[-79.84564861548601,39.78892186046181],[-79.890564379692,39.78892186046181],[-79.890564379692,39.75439960369839]]]}"
16,0.669522561799891,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.75439960369839],[-79.93548014389796,39.75439960369839],[-79.93548014389796,39.78892186046181],[-79.98039590810394,39.78892186046181],[-79.98039590810394,39.75439960369839]]]}"
17,0.5700606123609883,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.75439960369839],[-79.890564379692,39.75439960369839],[-79.890564379692,39.78892186046181],[-79.93548014389796,39.78892186046181],[-79.93548014389796,39.75439960369839]]]}"
18,0.5987830063972165,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.78892186046181],[-79.890564379692,39.78892186046181],[-79.890564379692,39.823426802326004],[-79.93548014389796,39.823426802326004],[-79.93548014389796,39.78892186046181]]]}"
19,0.6914538804383717,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.823426802326004],[-79.84564861548601,39.823426802326004],[-79.84564861548601,39.78892186046181]]]}"
20,0.5325219501428883,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.80073285128005,39.720832954103564],[-79.76384715595503,39.72082509457946],[-79.75961841533999,39.72082369606303],[-79.75581708707406,39.72081263333929],[-79.75581708707406,39.75439960369839],[-79.80073285128005,39.75439960369839]]]}"
21,0.5179840185733028,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.72081263333929],[-79.7497348471644,39.72079493264757],[-79.74777902430655,39.72079419504794],[-79.72036643560692,39.72085676510168],[-79.71090132286808,39.72089104298235],[-79.71090132286808,39.75439960369839],[-79.75581708707406,39.75439960369839]]]}"
22,0.5294768225443781,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.72089104298235],[-79.70190949902887,39.720923606848515],[-79.69861527816333,39.720935075460005],[-79.67012787930449,39.72097112892528],[-79.66598555866213,39.7209805048917],[-79.66598555866213,39.75439960369839],[-79.71090132286808,39.75439960369839]]]}"
23,0.5760504855889353,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.7209805048917],[-79.63866999767052,39.72104233250106],[-79.62469651149893,39.72094437702124],[-79.62106979445613,39.72096540514711],[-79.62106979445613,39.75439960369839],[-79.66598555866213,39.75439960369839]]]}"
24,0.576844404958904,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.75439960369839]]]}"
25,0.5714787677498888,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.75439960369839],[-79.57615403025017,39.75439960369839],[-79.57615403025017,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.75439960369839]]]}"
26,0.538379857115995,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.62106979445613,39.75439960369839],[-79.62106979445613,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.75439960369839]]]}"
27,0.5252522749304911,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.75439960369839]]]}"
28,0.5453020536547218,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.78892186046181],[-79.75581708707406,39.78892186046181],[-79.75581708707406,39.75439960369839]]]}"
29,0.5510199411680753,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.78892186046181]]]}"
30,0.6562449989660001,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.78892186046181],[-79.3066594450143,39.78892186046181],[-79.3066594450143,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.78892186046181]]]}"
31,0.5365241743205263,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.78892186046181],[-79.39649097342625,39.78892186046181],[-79.39649097342625,39.823426802326004],[-79.44140673763222,39.82342680232601],[-79.44140673763222,39.78892186046181]]]}"
32,0.6586787715429375,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.823426802326004],[-79.3066594450143,39.823426802326004],[-79.3066594450143,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.823426802326004]]]}"
33,0.5550395321942113,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.857914425467584],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.823426802326004]]]}"
34,0.5440474443585541,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.82342680232601],[-79.39649097342625,39.823426802326004],[-79.39649097342625,39.857914425467584],[-79.44140673763222,39.85791442546759],[-79.44140673763222,39.82342680232601]]]}"
35,0.6054828257213116,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.823426802326004],[-79.26174368080832,39.82342680232601],[-79.26174368080832,39.85791442546759],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.823426802326004]]]}"
36,0.6041013689002238,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.85791442546759],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.892384726090214],[-79.44140673763222,39.892384726090214],[-79.44140673763222,39.85791442546759]]]}"
37,0.6262033577779798,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.857914425467584],[-79.26174368080832,39.85791442546759],[-79.26174368080832,39.892384726090214],[-79.3066594450143,39.89238472609021],[-79.3066594450143,39.857914425467584]]]}"
38,0.563774828203951,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.857914425467584],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.89238472609021],[-79.35157520922027,39.89238472609021],[-79.35157520922027,39.857914425467584]]]}"
39,0.5197947575171371,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.89238472609021],[-79.39649097342625,39.892384726090214],[-79.39649097342625,39.857914425467584]]]}"
40,0.5218220019217217,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.78892186046181]]]}"
41,0.5202626433841643,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.78892186046181]]]}"
42,0.5532866452966998,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.857914425467584],[-79.71090132286808,39.857914425467584],[-79.71090132286808,39.823426802326004]]]}"
43,0.5147965437004116,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.823426802326004],[-79.62106979445613,39.823426802326004],[-79.62106979445613,39.857914425467584],[-79.66598555866213,39.857914425467584],[-79.66598555866213,39.823426802326004]]]}"
44,0.591640818625906,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.857914425467584],[-79.75581708707406,39.857914425467584],[-79.75581708707406,39.823426802326004]]]}"
45,0.5287662394858165,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.823426802326004],[-79.57615403025017,39.823426802326004],[-79.57615403025017,39.85791442546759],[-79.62106979445613,39.857914425467584],[-79.62106979445613,39.823426802326004]]]}"
46,0.6210034092639904,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.857914425467584],[-79.80073285128005,39.857914425467584],[-79.80073285128005,39.823426802326004]]]}"
